Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
377,377,lakhamari,270,9.7,2.4,3.5,2.1,32.9,4.0,16.2,4.1,38.0,436.7,77.8,8.04,0.2,1.07,0.05,0.45,4.44,0.5,0.53,10.98,0.0,1.05,184.19,57.5,0.15,2.37,44.7,0.23,204.7,184.2,15.9,1.73,96.0
378,378,sel malpua,283,9.7,2.6,3.6,2.1,31.6,4.1,15.3,3.9,38.1,472.2,77.7,8.01,0.2,1.28,0.05,0.46,3.38,0.54,0.43,12.71,0.0,0.87,234.21,47.3,0.13,2.34,42.6,0.26,207.5,234.2,16.2,1.75,98.8
379,379,khapse,296,10.6,2.6,3.7,2.1,32.1,3.8,15.3,4.1,39.4,424.7,76.6,8.35,0.18,1.15,0.05,0.47,4.03,0.59,0.55,8.56,0.0,1.16,220.38,45.7,0.15,2.76,50.6,0.22,204.1,220.4,14.1,1.83,96.5
380,380,thekua nepali,282,9.4,2.4,3.7,1.9,33.8,4.0,15.0,3.8,40.5,455.1,78.0,8.42,0.22,1.23,0.05,0.43,3.85,0.48,0.42,8.28,0.0,0.94,253.19,44.3,0.14,2.57,47.8,0.27,166.9,253.2,18.9,1.59,97.0
381,381,pustakari,292,10.2,2.5,3.3,2.1,32.5,4.0,15.3,4.0,40.1,478.4,77.0,8.1,0.23,1.01,0.05,0.43,3.82,0.5,0.47,13.39,0.0,1.31,205.23,46.9,0.17,2.56,40.9,0.2,188.1,205.2,20.1,1.74,98.0
382,382,til ko laddu,255,9.0,4.8,2.6,0.8,36.5,25.0,4.9,1.0,18.9,116.6,83.2,3.87,0.23,0.76,0.05,0.18,2.03,0.3,0.25,4.44,0.0,0.9,146.17,35.5,0.1,1.38,26.6,0.12,143.9,146.2,10.2,0.98,51.6
383,383,chaku,266,9.8,2.4,3.6,2.0,31.7,3.9,15.8,4.1,39.5,479.5,78.0,8.52,0.23,1.35,0.05,0.51,3.29,0.58,0.45,12.33,0.0,1.0,226.54,47.9,0.16,2.51,49.5,0.22,177.8,226.5,20.2,1.59,100.5
384,384,milk tea nepali,270,9.8,2.5,3.6,2.0,34.1,3.7,16.4,4.1,42.3,449.2,77.6,8.19,0.22,1.07,1.57,0.43,4.11,0.52,0.49,13.37,0.62,0.93,199.41,123.4,0.16,2.58,41.8,0.21,185.7,199.4,15.1,1.7,99.8
385,385,butter tea nepali,283,15.6,4.3,3.5,1.9,29.9,4.2,15.0,4.2,61.8,438.3,73.7,10.35,0.22,1.11,0.05,0.51,3.35,0.52,0.47,10.22,0.0,1.53,223.72,45.2,0.16,2.26,40.5,0.24,195.0,223.7,13.9,1.77,98.1
386,386,tongba,296,10.0,2.3,3.5,1.9,32.0,4.2,16.6,4.0,40.4,458.5,76.5,9.62,0.21,1.33,0.05,0.54,4.04,0.62,0.57,8.57,0.0,1.29,259.5,63.8,0.15,2.82,47.0,0.22,197.0,259.5,20.1,1.95,102.7
387,387,rakshi rice,367,12.2,2.9,4.5,2.6,55.4,3.0,13.1,3.0,51.2,648.5,74.0,5.78,0.28,1.01,0.05,0.38,3.07,0.5,0.4,8.49,0.0,1.32,177.1,47.5,0.12,2.44,46.6,0.18,197.8,177.1,13.5,1.38,82.5
388,388,rakshi millet,284,10.5,2.6,3.5,2.1,31.2,3.9,15.4,3.8,38.9,445.2,77.0,7.74,0.23,0.98,0.05,0.44,3.36,0.6,0.48,12.19,0.0,1.07,209.35,55.7,0.15,2.44,45.5,0.22,176.3,209.3,19.5,1.56,96.4
389,389,ema datshi,296,13.8,4.1,3.8,2.6,28.4,5.0,15.2,7.2,29.2,535.8,74.4,17.09,0.21,1.3,0.05,0.43,3.3,0.52,0.41,20.66,0.0,1.27,336.98,47.5,0.22,4.09,61.7,0.4,186.9,337.0,14.3,1.84,136.6
390,390,kewa datshi,305,12.9,4.3,3.9,2.6,29.3,4.7,14.5,7.1,28.4,533.0,75.0,15.1,0.21,1.13,0.05,0.48,4.0,0.54,0.44,16.79,0.0,1.1,232.95,57.5,0.22,3.9,69.6,0.3,214.7,232.9,14.3,1.71,121.2
391,391,shakam datshi,302,13.2,4.2,3.9,2.4,31.2,4.9,15.8,6.5,31.6,592.4,74.4,10.74,0.2,1.38,0.05,0.48,3.45,0.47,0.55,13.05,0.0,1.55,284.17,51.1,0.21,3.86,61.3,0.28,207.6,284.2,16.3,1.79,119.2
392,392,shamu datshi,327,12.3,4.1,3.9,2.5,30.9,5.0,15.5,7.3,28.7,538.0,74.2,12.34,0.23,1.24,0.05,0.41,3.33,0.52,0.54,14.57,0.0,1.1,326.71,54.3,0.18,4.29,68.5,0.36,202.4,326.7,19.2,1.59,128.5
393,393,saag datshi,307,13.3,4.0,4.8,2.3,31.7,4.9,15.0,8.6,28.7,532.0,74.5,20.06,0.23,1.29,0.05,0.43,3.78,0.52,0.45,22.31,0.0,1.46,337.9,49.0,0.19,4.34,71.4,0.34,183.5,337.9,19.9,1.66,145.4
394,394,mushroom datshi,327,12.6,4.2,4.5,2.5,30.7,5.1,15.6,9.0,28.2,549.4,74.1,18.33,0.23,1.29,0.05,0.43,3.77,0.48,0.5,19.62,0.0,1.44,369.1,50.0,0.26,3.81,83.3,0.42,192.9,369.1,21.0,1.63,145.6
395,395,spinach datshi,325,12.5,3.7,4.6,2.4,30.4,4.8,16.8,9.0,31.3,549.2,73.7,22.62,0.23,1.54,0.05,0.48,3.54,0.51,0.54,23.16,0.0,1.42,372.95,46.2,0.25,4.53,84.2,0.38,234.2,373.0,16.9,2.1,156.0
396,396,hoentoe,299,10.6,2.5,3.3,2.1,29.8,3.9,16.1,3.9,42.4,457.1,76.2,10.2,0.17,1.07,0.05,0.43,4.28,0.6,0.55,12.95,0.0,1.02,202.45,55.3,0.13,2.33,53.7,0.2,225.4,202.4,20.7,1.62,99.6
397,397,momos bhutanese,310,10.6,2.4,3.5,2.0,36.3,1.9,15.1,1.9,42.5,590.4,76.2,5.25,0.24,0.88,0.05,0.41,4.0,0.52,0.42,7.79,0.0,1.32,191.63,45.7,0.13,1.79,42.6,0.14,190.2,191.6,19.7,1.86,80.8
398,398,jasha maroo,292,10.4,2.4,3.3,2.1,32.5,4.1,15.7,4.2,40.9,471.2,76.8,10.85,0.2,1.2,0.05,0.52,3.57,0.58,0.46,9.86,0.0,1.13,226.65,58.3,0.17,2.33,40.8,0.28,179.8,226.7,18.2,1.89,99.9
399,399,phaksha paa,264,10.4,2.6,3.5,2.1,31.4,4.0,17.0,3.9,40.6,455.7,77.1,9.71,0.23,1.15,0.05,0.45,4.37,0.55,0.55,12.81,0.0,1.09,264.29,59.2,0.13,2.83,55.0,0.24,203.9,264.3,20.9,1.96,106.8
400,400,shakam paa,291,10.2,2.3,3.5,1.9,34.0,3.8,16.9,4.2,41.3,472.0,76.4,8.19,0.24,1.06,0.05,0.58,3.74,0.56,0.45,10.94,0.0,1.33,215.06,60.2,0.13,2.9,50.3,0.23,196.1,215.1,20.9,2.08,101.2
401,401,sikam paa,294,9.8,2.5,3.6,2.1,30.8,4.2,15.1,4.1,40.8,438.2,77.3,9.0,0.18,1.08,0.05,0.43,3.95,0.5,0.52,13.26,0.0,1.2,247.5,46.7,0.12,2.69,55.5,0.26,193.6,247.5,17.3,1.7,102.4
402,402,shakam ema datshi,318,12.5,3.8,4.1,2.6,29.6,4.8,15.5,7.0,29.6,593.0,74.5,11.74,0.23,1.53,0.05,0.52,3.55,0.55,0.43,21.83,0.0,1.22,249.22,51.9,0.2,3.4,62.4,0.39,226.3,249.2,15.5,1.86,124.2
403,403,beef phaksha,269,9.3,2.4,3.3,2.0,33.5,4.0,24.2,4.0,74.1,471.9,74.8,9.15,0.22,1.3,1.85,0.78,5.75,0.8,0.81,12.54,0.0,0.96,275.73,79.3,0.17,2.67,51.4,0.29,216.9,275.7,29.1,2.21,119.3
404,404,pork ribs bhutanese,282,9.5,2.7,3.6,2.0,31.9,3.9,25.0,4.1,77.3,463.7,74.0,9.42,0.21,1.34,1.88,0.7,5.63,0.67,0.75,10.91,0.0,1.04,208.87,60.9,0.14,2.9,45.5,0.23,276.6,208.9,26.8,2.13,115.0
405,405,pork datshi,319,13.1,4.3,4.1,2.6,30.0,5.1,24.4,7.5,62.4,556.2,70.4,14.94,0.21,1.3,1.85,0.71,6.01,0.86,0.63,18.81,0.0,1.38,317.25,55.3,0.2,4.28,67.8,0.31,289.0,317.2,24.8,2.58,148.8
406,406,yaksha shakam,289,9.6,2.5,3.6,1.9,30.6,4.1,16.0,3.8,37.7,478.1,77.2,8.69,0.23,1.05,0.05,0.47,4.11,0.49,0.48,8.24,0.0,1.02,231.85,59.9,0.14,2.29,44.9,0.21,223.7,231.9,16.7,1.96,96.2
407,407,yak meat curry,311,12.1,4.1,4.3,2.3,29.5,4.8,16.0,7.0,27.9,551.0,74.8,11.31,0.22,1.4,0.05,0.53,4.41,0.5,0.52,14.68,0.0,1.09,320.75,59.7,0.22,3.77,64.8,0.4,212.5,320.8,15.5,1.63,125.6
408,408,beef curry bhutanese,324,12.1,3.7,4.0,2.7,31.9,5.2,22.4,6.8,63.6,534.9,71.7,13.65,0.23,1.34,1.78,0.66,5.78,0.8,0.75,20.58,0.0,1.25,323.58,63.4,0.15,3.8,62.6,0.32,220.0,323.6,20.1,2.2,142.6
409,409,chicken curry bhutanese,304,13.8,4.2,4.2,2.6,30.9,5.2,21.7,7.0,66.5,545.9,71.6,14.09,0.21,1.38,1.76,0.6,4.98,0.63,0.61,16.99,0.0,1.17,302.48,61.5,0.18,3.32,54.6,0.29,242.1,302.5,20.6,2.55,136.8
410,410,fish curry bhutanese,322,13.5,4.1,4.0,2.3,31.9,4.9,23.3,7.4,65.4,571.0,70.5,15.96,0.21,1.14,1.81,0.62,4.71,0.83,0.59,21.23,3.52,1.43,346.65,58.0,0.18,4.21,82.2,0.3,280.0,346.6,25.6,2.03,151.5
411,411,goen hogay,268,9.6,2.5,3.3,2.1,30.7,4.1,17.0,3.7,38.5,469.8,77.6,9.43,0.23,1.31,0.05,0.55,3.9,0.63,0.45,8.36,0.0,0.97,254.37,62.1,0.13,2.58,54.0,0.24,183.1,254.4,20.3,1.76,100.9
412,412,ezay,287,9.9,2.5,3.4,2.1,33.4,4.0,16.2,4.1,39.4,462.3,77.0,8.74,0.22,1.0,0.05,0.51,3.47,0.62,0.5,9.22,0.0,1.02,232.05,47.3,0.15,2.97,46.4,0.25,184.4,232.1,15.2,1.63,100.2
413,413,kewa tshoem,293,10.5,2.7,3.5,2.0,30.3,4.3,15.9,3.8,38.5,471.0,76.5,7.36,0.22,1.24,0.05,0.44,4.0,0.54,0.44,10.82,0.0,0.92,205.97,57.4,0.12,2.3,43.3,0.24,223.1,206.0,20.9,2.04,95.1
414,414,kewa phagsha,274,9.6,2.6,3.4,1.9,31.1,3.8,15.3,3.8,40.9,446.1,78.0,9.77,0.18,0.99,0.05,0.47,3.82,0.48,0.55,8.11,0.0,1.15,184.72,51.3,0.14,2.27,54.4,0.22,170.5,184.7,15.4,1.71,92.2
415,415,khuley,282,10.4,2.6,3.3,1.9,32.6,4.0,15.0,4.1,42.3,477.5,77.3,9.46,0.2,1.18,0.05,0.45,3.98,0.56,0.49,10.13,0.0,1.35,194.47,58.5,0.12,2.63,44.8,0.21,199.0,194.5,20.2,2.02,95.7
416,416,puta bhutanese,295,9.8,2.3,3.6,1.9,31.8,4.1,16.1,3.8,39.5,471.4,76.9,8.04,0.23,1.07,0.05,0.47,4.17,0.54,0.49,9.75,0.0,1.01,235.55,56.8,0.12,2.33,41.3,0.21,218.2,235.5,18.7,2.05,97.7
417,417,thukpa bhutanese,282,10.4,2.5,3.6,1.9,30.4,3.8,16.3,3.9,41.9,467.3,76.8,9.04,0.17,0.99,0.05,0.5,3.54,0.54,0.51,8.87,0.0,1.1,213.93,50.3,0.15,2.39,52.2,0.24,178.3,213.9,20.1,1.68,96.8
418,418,thenthuk bhutanese,277,10.0,2.6,3.3,2.1,31.2,4.2,16.3,4.1,42.1,461.1,77.3,10.06,0.18,0.91,0.05,0.54,3.4,0.62,0.48,13.32,0.0,0.97,224.61,46.5,0.16,2.54,56.6,0.25,216.9,224.6,19.5,1.72,103.1
419,419,fried rice bhutanese,415,17.1,4.8,4.3,2.5,53.2,3.0,13.3,3.0,54.8,662.0,68.8,7.68,0.33,1.24,0.05,0.43,3.04,0.48,0.47,7.07,0.0,1.46,175.47,40.5,0.1,2.31,46.0,0.24,199.2,175.5,18.1,1.86,82.9
420,420,red rice,414,12.1,3.2,4.8,2.6,49.8,2.8,13.6,3.0,52.3,662.8,72.3,7.84,0.29,1.23,0.05,0.4,3.67,0.56,0.39,8.94,0.0,1.37,202.05,54.6,0.12,1.96,46.4,0.18,173.6,202.1,18.5,1.65,86.0
421,421,red rice pulao,412,11.2,2.9,4.4,2.5,52.5,2.8,14.5,3.1,54.7,583.6,72.6,7.43,0.26,1.25,0.05,0.46,3.86,0.44,0.45,10.63,0.0,1.12,197.34,52.3,0.14,2.14,47.2,0.24,205.6,197.3,15.5,1.94,89.1
422,422,jasha tshoem,289,10.1,2.5,3.4,2.1,33.9,3.8,16.4,3.9,40.0,425.7,76.8,9.7,0.24,0.94,0.05,0.43,3.8,0.5,0.56,12.05,0.0,1.27,256.03,42.5,0.16,2.86,49.8,0.2,205.9,256.0,17.8,2.05,104.5
423,423,jasha maru,291,9.4,2.4,3.6,1.9,33.1,3.8,15.1,4.3,37.2,468.4,77.6,8.24,0.18,0.95,0.05,0.43,3.75,0.52,0.43,14.13,0.0,1.11,197.32,45.9,0.15,2.96,39.9,0.22,161.4,197.3,15.0,1.57,99.6
424,424,hoentay,282,10.7,2.6,3.6,1.9,30.6,3.9,17.1,3.8,40.8,455.8,76.3,8.82,0.2,1.01,0.05,0.5,4.48,0.62,0.53,11.19,0.0,1.35,251.12,59.7,0.11,2.23,44.8,0.26,211.3,251.1,15.5,2.05,102.1
425,425,buckwheat pancake,247,5.6,1.6,1.9,1.5,40.2,2.0,8.2,3.1,9.4,290.0,84.6,8.21,0.24,1.15,0.05,0.28,2.48,0.38,0.29,10.95,0.0,0.73,227.98,29.7,0.12,2.06,36.4,0.24,155.0,228.0,11.4,1.43,81.4
426,426,buckwheat noodles,387,12.3,3.6,4.9,2.3,45.6,3.9,19.2,3.1,49.3,671.0,70.7,8.03,0.28,0.91,0.05,0.58,4.04,0.55,0.56,7.2,0.0,1.16,232.57,55.9,0.12,2.67,46.6,0.18,219.2,232.6,19.8,2.32,98.9
427,427,puta noodles,371,13.9,3.3,5.3,2.3,46.8,4.0,17.5,2.9,53.1,750.6,70.9,6.68,0.23,0.95,0.05,0.46,4.31,0.62,0.53,6.78,0.0,1.13,202.56,59.9,0.14,2.49,41.2,0.24,184.7,202.6,18.3,1.76,91.0
428,428,suja,273,9.6,2.6,3.4,2.1,34.1,4.2,16.1,4.0,39.1,430.7,77.7,7.55,0.2,1.18,0.05,0.55,3.58,0.57,0.46,12.64,0.0,1.07,224.21,42.2,0.14,2.3,52.9,0.25,171.4,224.2,18.6,2.04,99.4
429,429,butter tea bhutanese,298,14.5,4.5,3.6,2.1,31.0,3.8,16.8,3.8,57.9,458.4,73.2,7.8,0.22,1.09,0.05,0.45,3.75,0.54,0.6,10.79,0.0,1.39,194.13,56.7,0.16,2.61,40.0,0.25,224.5,194.1,20.6,1.75,96.6
430,430,ara,291,9.9,2.6,3.3,1.9,30.4,3.7,16.3,4.1,37.6,447.8,76.8,10.53,0.18,1.19,0.05,0.5,4.05,0.6,0.45,9.86,0.0,1.0,232.1,51.7,0.12,2.36,57.7,0.21,219.6,232.1,17.1,1.74,101.1
431,431,zow shakam,289,10.1,2.5,3.6,2.0,31.2,4.2,15.0,3.9,40.4,454.3,77.3,9.91,0.18,1.21,0.05,0.4,3.21,0.46,0.42,10.65,0.0,1.3,223.69,55.0,0.16,2.41,44.7,0.26,189.5,223.7,17.1,1.82,97.4
432,432,zow,276,9.5,2.6,3.7,2.0,30.3,4.2,15.5,3.9,40.8,453.6,78.0,7.02,0.22,0.99,0.05,0.4,3.46,0.49,0.44,12.42,0.0,1.07,237.67,56.1,0.15,2.17,51.6,0.23,201.6,237.7,17.7,1.54,97.8
433,433,khur-le,284,9.6,2.5,3.3,2.1,32.4,3.9,16.9,3.8,38.4,452.3,77.1,9.89,0.22,1.01,0.05,0.51,4.05,0.51,0.48,10.95,0.0,1.0,223.45,48.6,0.12,2.39,38.6,0.24,209.7,223.5,17.8,1.7,100.6
434,434,phaksha sikam,262,10.4,2.6,3.7,1.9,32.3,4.1,16.7,4.1,42.2,470.0,77.3,8.47,0.18,1.18,0.05,0.51,4.48,0.53,0.52,9.97,0.0,1.0,250.32,49.9,0.14,2.83,53.2,0.24,194.7,250.3,21.5,1.86,102.7
435,435,dried pork curry,314,13.5,4.1,4.2,2.4,28.4,4.7,21.5,6.6,60.6,542.3,71.5,10.52,0.19,1.45,1.75,0.7,4.28,0.66,0.67,20.3,0.0,1.44,276.2,57.4,0.19,3.41,52.9,0.28,210.7,276.2,26.0,2.52,132.8
436,436,dried beef curry,328,12.3,4.1,4.3,2.6,31.6,5.3,22.0,6.6,67.0,556.5,71.7,15.3,0.22,1.21,1.77,0.54,5.05,0.61,0.69,14.21,0.0,1.19,300.8,52.1,0.17,3.63,57.1,0.27,264.5,300.8,26.7,2.49,135.2
437,437,dried yak curry,319,13.4,3.8,3.9,2.6,31.9,4.8,15.4,7.3,32.1,524.3,73.8,14.78,0.23,1.42,0.05,0.49,4.1,0.57,0.52,16.14,0.0,1.09,262.03,57.3,0.19,3.6,74.1,0.39,201.6,262.0,18.3,1.73,124.4
438,438,rice and curry,313,12.8,4.3,4.1,2.4,30.7,5.3,15.4,6.9,31.9,527.6,74.5,12.39,0.18,1.58,0.05,0.48,3.71,0.54,0.51,20.55,0.0,1.19,283.22,60.5,0.16,3.43,65.1,0.38,218.6,283.2,20.6,1.93,125.9
439,439,kiribath,293,9.9,2.6,3.7,2.1,32.2,4.0,16.2,3.9,40.3,477.9,76.9,9.39,0.22,1.24,0.05,0.48,3.71,0.61,0.49,12.79,0.0,1.1,217.75,46.5,0.13,2.49,52.0,0.2,205.0,217.8,20.3,2.05,100.4
440,440,chicken kottu,373,12.1,3.6,5.0,2.4,45.6,3.8,27.6,2.9,83.9,752.8,68.0,7.03,0.23,1.16,1.97,0.66,5.13,0.75,0.72,9.52,0.0,1.02,217.12,88.9,0.12,2.4,49.6,0.22,253.8,217.1,23.9,2.58,111.7
441,441,cheese kottu,395,17.9,5.6,4.7,2.5,44.9,3.9,16.8,3.1,73.5,708.3,67.5,7.36,0.23,1.13,1.59,0.52,3.85,0.65,0.52,6.71,0.35,1.57,205.36,132.3,0.13,2.01,47.8,0.23,244.3,205.4,20.3,1.73,90.1
442,442,dolphin kottu,416,12.2,3.4,5.2,2.6,46.1,3.9,16.8,2.8,52.5,748.3,70.9,8.03,0.26,1.03,0.05,0.49,4.26,0.55,0.59,8.89,0.0,1.01,190.92,57.8,0.12,2.48,39.1,0.17,192.0,190.9,15.5,1.68,91.5
443,443,string hopper kottu,408,12.5,3.5,4.7,2.6,50.1,4.2,18.7,2.8,47.8,703.9,70.2,7.27,0.31,0.91,0.05,0.54,4.63,0.69,0.5,6.7,0.0,1.37,224.04,58.8,0.12,2.16,47.5,0.16,218.7,224.0,21.0,1.77,94.1
444,444,egg kottu,389,12.6,3.5,4.9,2.3,46.4,4.3,25.5,3.0,90.0,761.0,68.0,8.09,0.24,0.9,1.89,0.73,5.86,0.77,0.85,7.97,1.2,1.04,242.29,62.0,0.12,2.52,44.8,0.17,229.7,242.3,20.4,2.16,110.2
445,445,pol sambol,114,4.7,0.8,1.8,1.4,13.7,3.8,3.2,4.2,5.2,573.8,91.6,9.05,0.13,0.95,0.05,0.15,1.63,0.23,0.2,17.49,0.0,0.67,222.46,30.2,0.12,2.36,46.1,0.25,100.3,222.5,8.6,0.88,83.0
446,446,lunu miris,269,9.7,2.3,3.5,2.1,33.3,3.7,16.4,4.2,39.4,456.7,77.7,10.56,0.23,0.97,0.05,0.51,4.29,0.62,0.53,12.78,0.0,0.93,265.0,48.3,0.16,2.64,40.1,0.21,173.0,265.0,15.5,1.93,107.2
447,447,seeni sambol,108,4.9,0.8,1.9,1.6,12.6,4.0,2.9,3.9,5.3,601.0,91.8,8.22,0.15,1.2,0.05,0.16,1.72,0.23,0.18,21.32,0.0,0.79,177.99,25.7,0.13,2.25,38.7,0.21,99.9,178.0,6.7,0.91,80.1
448,448,gotu kola sambol,107,5.3,0.8,1.8,1.5,12.6,4.2,3.0,4.0,4.8,593.6,91.5,9.27,0.14,1.29,0.05,0.14,1.67,0.21,0.19,19.26,0.0,0.83,173.92,29.1,0.14,2.04,40.5,0.27,113.1,173.9,8.3,1.0,78.8
449,449,mallung,268,10.2,2.5,3.4,2.0,31.0,4.0,16.1,3.8,40.6,434.4,77.5,10.04,0.22,1.32,0.05,0.41,3.53,0.62,0.57,10.13,0.0,1.33,229.01,47.5,0.14,2.3,38.5,0.23,225.4,229.0,17.7,1.76,98.9
450,450,parippu curry,293,12.4,3.9,4.2,2.3,31.5,4.8,15.1,6.8,31.2,593.4,75.5,14.52,0.19,1.55,0.05,0.47,3.17,0.5,0.5,15.02,0.0,1.21,277.96,52.6,0.19,3.3,62.2,0.38,175.0,278.0,15.8,1.61,121.5
451,451,dhal curry sri lankan,323,13.6,3.8,4.1,2.7,28.3,5.2,16.0,6.8,29.9,528.3,73.3,15.38,0.18,1.32,0.05,0.43,3.5,0.5,0.44,14.7,0.0,1.21,267.65,54.1,0.17,3.26,51.8,0.28,216.2,267.7,19.5,1.76,122.6
452,452,jackfruit curry,315,12.8,4.0,3.9,2.6,30.0,5.2,15.1,6.8,30.0,569.1,74.5,15.44,0.21,1.28,0.05,0.48,3.82,0.56,0.46,19.47,0.0,1.12,221.02,48.2,0.16,3.34,54.6,0.35,194.1,221.0,20.0,1.62,121.4
453,453,polos curry,319,12.9,4.2,3.9,2.4,29.5,5.0,15.5,7.4,28.3,540.8,74.2,13.0,0.19,1.67,0.05,0.46,3.41,0.59,0.51,19.19,0.0,1.43,306.36,60.7,0.18,4.07,53.8,0.42,174.4,306.4,14.2,1.56,130.6
454,454,kiri hodi,297,9.9,2.4,3.7,1.9,33.9,3.8,15.6,4.0,38.5,424.3,76.9,7.24,0.23,1.25,0.05,0.53,4.31,0.49,0.5,13.22,0.0,1.27,194.66,57.5,0.12,2.76,39.3,0.2,211.7,194.7,14.8,1.77,97.4
455,455,wambatu moju,290,10.3,2.4,3.7,1.9,29.8,4.2,16.6,4.0,37.3,450.3,76.5,7.25,0.18,0.92,0.05,0.44,3.55,0.63,0.57,11.22,0.0,1.02,214.28,46.3,0.12,2.42,51.0,0.26,174.2,214.3,14.6,1.84,98.2
456,456,brinjal moju,292,10.2,2.5,3.5,2.0,32.1,4.3,17.0,3.9,40.6,463.8,76.3,9.52,0.22,1.12,0.05,0.49,4.06,0.57,0.57,9.06,0.0,1.16,197.46,49.6,0.14,2.53,45.8,0.23,191.2,197.5,15.0,1.85,97.6
457,457,potato curry sri lankan,316,12.4,4.2,4.2,2.6,30.6,4.9,14.5,6.5,28.9,555.2,75.0,13.03,0.2,1.3,0.05,0.49,3.56,0.5,0.4,20.02,0.0,1.44,276.86,44.9,0.15,3.41,56.5,0.35,187.7,276.9,15.6,1.72,122.5
458,458,beetroot curry,309,13.8,4.2,4.0,2.4,28.7,5.3,14.3,7.5,28.5,576.6,74.3,13.36,0.17,1.24,0.05,0.44,3.06,0.49,0.5,18.09,0.0,1.39,230.72,39.9,0.19,3.35,62.3,0.36,208.7,230.7,18.3,1.82,120.5
459,459,pumpkin curry sri lankan,313,12.2,4.3,4.8,2.5,30.7,5.0,16.5,8.7,28.5,592.5,74.4,14.07,0.2,1.43,0.05,0.42,3.74,0.64,0.47,21.89,0.0,1.19,354.17,45.6,0.21,3.95,83.7,0.32,176.9,354.2,16.5,1.85,143.5
460,460,ash plantain curry,291,12.9,4.3,4.2,2.5,28.2,5.0,15.8,7.1,32.0,587.5,74.9,16.66,0.18,1.4,0.05,0.53,4.21,0.52,0.52,17.89,0.0,1.36,272.34,53.5,0.2,4.02,70.3,0.31,219.9,272.3,16.1,2.05,129.3
461,461,green bean curry sri lankan,301,13.9,4.3,3.7,2.5,31.3,4.8,15.7,7.1,31.4,538.0,74.0,16.54,0.2,1.18,0.05,0.42,3.87,0.52,0.53,16.81,0.0,1.24,271.16,44.4,0.18,4.13,51.9,0.32,225.4,271.2,19.8,1.61,128.1
462,462,cashew curry,309,12.1,4.2,3.8,2.4,31.6,5.0,16.0,7.1,29.6,587.4,74.8,12.85,0.21,1.18,0.05,0.43,3.67,0.53,0.44,13.92,0.0,1.37,334.47,52.8,0.19,3.23,75.1,0.39,208.9,334.5,14.2,1.64,126.2
463,463,soya curry sri lankan,294,13.9,3.9,4.1,2.6,29.4,5.1,14.0,7.4,29.3,692.2,74.9,15.04,0.23,1.45,0.05,0.47,3.2,0.45,0.44,22.75,0.0,1.12,254.02,50.3,0.19,4.11,57.7,0.3,198.1,254.0,17.2,1.78,128.5
464,464,ambul thiyal,264,10.1,2.6,3.3,2.1,32.7,4.1,16.7,3.9,40.0,437.0,77.4,9.38,0.2,1.25,0.05,0.46,4.59,0.53,0.49,9.25,0.0,0.95,185.75,44.4,0.14,2.29,40.4,0.23,179.4,185.8,20.3,1.97,95.6
465,465,fish ambul thiyal,283,10.3,2.5,3.3,2.0,34.0,4.0,24.3,4.2,72.0,448.3,73.6,7.5,0.19,1.0,1.85,0.6,4.62,0.84,0.65,9.56,2.09,1.19,226.85,74.3,0.13,2.57,51.8,0.29,240.6,226.8,28.5,2.45,112.4
466,466,fish curry sri lankan,319,12.1,4.2,4.3,2.5,29.9,5.3,21.9,7.4,62.6,568.1,72.2,17.2,0.22,1.51,1.77,0.61,5.34,0.72,0.69,20.96,1.62,0.98,297.1,72.0,0.19,3.59,64.7,0.38,252.1,297.1,22.8,2.49,144.3
467,467,devilled fish,299,10.2,2.5,3.5,2.1,33.3,4.0,24.7,4.0,75.4,466.1,73.0,7.23,0.2,1.08,1.87,0.73,5.93,0.76,0.8,13.19,3.67,1.16,215.77,64.3,0.15,2.78,50.5,0.26,214.3,215.8,28.8,2.25,114.7
468,468,devilled chicken,271,10.0,2.3,3.7,2.0,31.5,4.0,25.5,4.2,72.6,469.8,73.7,9.26,0.2,1.13,1.89,0.82,6.09,0.82,0.7,11.73,0.0,0.9,252.11,62.9,0.15,2.71,47.6,0.22,290.5,252.1,23.7,2.52,119.8
469,469,devilled prawns,268,10.3,2.4,3.6,2.1,29.9,3.8,24.8,3.9,76.7,460.8,73.9,8.28,0.22,0.98,1.87,0.63,4.81,0.87,0.68,10.72,0.0,1.14,267.41,83.1,0.16,3.07,43.4,0.21,270.4,267.4,29.3,2.78,118.0
470,470,chicken curry sri lankan,293,12.9,3.8,4.1,2.6,29.9,4.7,23.5,6.8,61.2,582.7,71.8,12.74,0.19,1.18,1.82,0.76,5.59,0.83,0.71,20.89,0.0,1.41,318.93,58.0,0.17,3.79,72.9,0.3,283.5,318.9,22.4,2.24,143.6
